/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_24_822.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_24_822.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_24_822.jpg,0,0,0,4.517629E-06
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_24_889.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_24_889.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_24_889.jpg,0,0,0,1.080896E-05
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_24_967.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_24_967.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_24_967.jpg,0,0,0,1.054796E-05
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_052.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_052.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_052.jpg,0,0,0,3.796022E-06
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_122.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_122.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_122.jpg,0,0,0,2.472277E-05
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_200.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_200.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_200.jpg,0,0,0,2.008811E-05
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_273.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_273.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_273.jpg,0,0.06200981,0,0.02895498
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_343.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_343.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_343.jpg,0,0.272541,0,0.20745
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_419.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_419.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_419.jpg,0,0.450717,0,0.523277
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_501.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_501.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_501.jpg,0,0.6992133,0,1.081785
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_572.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_572.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_572.jpg,0,0.9543421,0,1.968151
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_666.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_666.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_666.jpg,0,1,0,3.136828
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_749.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_749.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_749.jpg,0,1,0,4.075493
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_817.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_817.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_817.jpg,0,1,0,4.775989
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_885.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_885.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_885.jpg,-0.1,1,0,5.701725
/home/shangeth/Desktop/IMG/center_2018_09_15_23_12_25_966.jpg,/home/shangeth/Desktop/IMG/left_2018_09_15_23_12_25_966.jpg,/home/shangeth/Desktop/IMG/right_2018_09_15_23_12_25_966.jpg,-0.3,1,0,6.605601
